WKT,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii,shape_X,shape_Y
POINT (1241925.71870086 4849168.06082146),89490,AIMS,84577,214,Bond Street,"214 Bond Street, West Invercargill, Invercargill",Invercargill City,,,,,,214,,,,Bond,Street,,,,West Invercargill,Invercargill,Thoroughfare,Current,168.340352,-46.41603458,Bond,,,West Invercargill,Invercargill,Bond Street,"214 Bond Street, West Invercargill, Invercargill",1241925.719,4849168.061
POINT (1242416.2187903 4849591.76143501),91784,AIMS,86754,10,Dee Street,"10 Dee Street, Invercargill",Invercargill City,,,,,,10,,,,Dee,Street,,,,Invercargill,Invercargill,Thoroughfare,Current,168.3470375,-46.41249358,Dee,,,Invercargill,Invercargill,Dee Street,"10 Dee Street, Invercargill",1242416.219,4849591.761
POINT (1242252.61428144 4850263.39515154),91790,AIMS,86760,110,Leven Street,"110 Leven Street, Avenal, Invercargill",Invercargill City,,,,,,110,,,,Leven,Street,,,,Avenal,Invercargill,Thoroughfare,Current,168.3454294,-46.40638252,Leven,,,Avenal,Invercargill,Leven Street,"110 Leven Street, Avenal, Invercargill",1242252.614,4850263.395
POINT (1242612.19825288 4848369.32494826),92498,AIMS,87416,15,Earn Street,"15 Earn Street, Appleby, Invercargill",Invercargill City,,,,,,15,,,,Earn,Street,,,,Appleby,Invercargill,Thoroughfare,Current,168.3486447,-46.42356245,Earn,,,Appleby,Invercargill,Earn Street,"15 Earn Street, Appleby, Invercargill",1242612.198,4848369.325
POINT (1242915.61119049 4851862.0468931),94426,AIMS,89203,48,Park Street,"48 Park Street, Gladstone, Invercargill",Invercargill City,,,,,,48,,,,Park,Street,,,,Gladstone,Invercargill,Thoroughfare,Current,168.3552463,-46.3923928,Park,,,Gladstone,Invercargill,Park Street,"48 Park Street, Gladstone, Invercargill",1242915.611,4851862.047
POINT (1243450.20099433 4852017.82439201),94551,AIMS,89322,9,Layard Street,"9 Layard Street, Windsor, Invercargill",Invercargill City,,,,,,9,,,,Layard,Street,,,,Windsor,Invercargill,Thoroughfare,Current,168.3622954,-46.39127733,Layard,,,Windsor,Invercargill,Layard Street,"9 Layard Street, Windsor, Invercargill",1243450.201,4852017.824
POINT (1243645.42610039 4851250.26389657),94787,AIMS,89517,40,King Street,"40 King Street, Windsor, Invercargill",Invercargill City,,,,,,40,,,,King,Street,,,,Windsor,Invercargill,Thoroughfare,Current,168.364242,-46.39826537,King,,,Windsor,Invercargill,King Street,"40 King Street, Windsor, Invercargill",1243645.426,4851250.264
POINT (1243061.22180822 4849670.42345005),94931,AIMS,1771149,11/145,Esk Street,"11/145 Esk Street, Invercargill",Invercargill City,,11,,,,145,,,,Esk,Street,,,,Invercargill,Invercargill,Thoroughfare,Current,168.3554624,-46.41212875,Esk,,,Invercargill,Invercargill,Esk Street,"11/145 Esk Street, Invercargill",1243061.222,4849670.423
POINT (1243295.93860611 4849943.15092714),95254,AIMS,89951,239,Spey Street,"239 Spey Street, Invercargill",Invercargill City,,,,,,239,,,,Spey,Street,,,,Invercargill,Invercargill,Thoroughfare,Current,168.3587143,-46.4098062,Spey,,,Invercargill,Invercargill,Spey Street,"239 Spey Street, Invercargill",1243295.939,4849943.151
POINT (1243122.23590425 4849139.44857946),95480,AIMS,90128,117,Eye Street,"117 Eye Street, Appleby, Invercargill",Invercargill City,,,,,,117,,,,Eye,Street,,,,Appleby,Invercargill,Thoroughfare,Current,168.3558485,-46.41692385,Eye,,,Appleby,Invercargill,Eye Street,"117 Eye Street, Appleby, Invercargill",1243122.236,4849139.449
POINT (1770613.55817376 5878770.89388198),1860980,AIMS,6453010,12,Glory Way,"12 Glory Way, Buckland, Pukekohe",Auckland,,,,,,12,,,,Glory,Way,,,,Buckland,Pukekohe,Thoroughfare,Current,174.9230289,-37.22197095,Glory,,,Buckland,Pukekohe,Glory Way,"12 Glory Way, Buckland, Pukekohe",1770613.558,5878770.894
POINT (1243256.99552811 4847970.23479394),96339,AIMS,90851,257,Ythan Street,"257 Ythan Street, Appleby, Invercargill",Invercargill City,,,,,,257,,,,Ythan,Street,,,,Appleby,Invercargill,Thoroughfare,Current,168.356704,-46.42748293,Ythan,,,Appleby,Invercargill,Ythan Street,"257 Ythan Street, Appleby, Invercargill",1243256.996,4847970.235
POINT (1243178.56865236 4847878.37182163),96585,AIMS,91078,65,Janet Street,"65 Janet Street, Appleby, Invercargill",Invercargill City,,,,,,65,,,,Janet,Street,,,,Appleby,Invercargill,Thoroughfare,Current,168.3556165,-46.42826555,Janet,,,Appleby,Invercargill,Janet Street,"65 Janet Street, Appleby, Invercargill",1243178.569,4847878.372
POINT (1243820.92939856 4846639.8944724),96868,AIMS,91350,21,Ball Street,"21 Ball Street, Kingswell, Invercargill",Invercargill City,,,,,,21,,,,Ball,Street,,,,Kingswell,Invercargill,Thoroughfare,Current,168.3630054,-46.43971373,Ball,,,Kingswell,Invercargill,Ball Street,"21 Ball Street, Kingswell, Invercargill",1243820.929,4846639.894
POINT (1243501.67692403 4846255.3395455),96937,AIMS,91418,34,Paisley Street,"34 Paisley Street, Kew, Invercargill",Invercargill City,,,,,,34,,,,Paisley,Street,,,,Kew,Invercargill,Thoroughfare,Current,168.3585694,-46.44299483,Paisley,,,Kew,Invercargill,Paisley Street,"34 Paisley Street, Kew, Invercargill",1243501.677,4846255.34
POINT (1244110.66521493 4845000.39416313),101930,AIMS,96219,18,Avon Road,"18 Avon Road, Clifton, Invercargill",Invercargill City,,,,,,18,,,,Avon,Road,,,,Clifton,Invercargill,Thoroughfare,Current,168.365515,-46.45457303,Avon,,,Clifton,Invercargill,Avon Road,"18 Avon Road, Clifton, Invercargill",1244110.665,4845000.394
POINT (1244316.3953974 4845166.64137647),101960,AIMS,96249,24,Cushen Street,"24 Cushen Street, Clifton, Invercargill",Invercargill City,,,,,,24,,,,Cushen,Street,,,,Clifton,Invercargill,Thoroughfare,Current,168.3683118,-46.45319017,Cushen,,,Clifton,Invercargill,Cushen Street,"24 Cushen Street, Clifton, Invercargill",1244316.395,4845166.641
POINT (1244099.57695242 4845790.88760858),102108,AIMS,96397,93,Hyde Street,"93 Hyde Street, Kingswell, Invercargill",Invercargill City,,,,,,93,,,,Hyde,Street,,,,Kingswell,Invercargill,Thoroughfare,Current,168.3659738,-46.44747633,Hyde,,,Kingswell,Invercargill,Hyde Street,"93 Hyde Street, Kingswell, Invercargill",1244099.577,4845790.888
POINT (1242169.68036827 4852161.79989844),1422558,AIMS,1242265,21,Bay Road,"21 Bay Road, Grasmere, Invercargill",Invercargill City,,,,,,21,,,,Bay,Road,,,,Grasmere,Invercargill,Thoroughfare,Current,168.3458052,-46.38930998,Bay,,,Grasmere,Invercargill,Bay Road,"21 Bay Road, Grasmere, Invercargill",1242169.68,4852161.8
POINT (1242102.60494804 4855641.18658671),1539214,AIMS,2756575,689,North Road,"689 North Road, Lorneville, Invercargill",Invercargill City,,,,,,689,,,,North,Road,,,,Lorneville,Invercargill,Thoroughfare,Current,168.3475927,-46.35806428,North,,,Lorneville,Invercargill,North Road,"689 North Road, Lorneville, Invercargill",1242102.605,4855641.187
POINT (1243708.73736547 4846240.09588976),1611065,AIMS,1385268,601,Elles Road,"601 Elles Road, Kew, Invercargill",Invercargill City,,,,,,601,,,,Elles,Road,,,,Kew,Invercargill,Thoroughfare,Current,168.3612446,-46.44324082,Elles,,,Kew,Invercargill,Elles Road,"601 Elles Road, Kew, Invercargill",1243708.737,4846240.096
POINT (1244363.89207867 4852365.2644784),97871,AIMS,92337,157,Salford Street,"157 Salford Street, Rosedale, Invercargill",Invercargill City,,,,,,157,,,,Salford,Street,,,,Rosedale,Invercargill,Thoroughfare,Current,168.3744044,-46.38864147,Salford,,,Rosedale,Invercargill,Salford Street,"157 Salford Street, Rosedale, Invercargill",1244363.892,4852365.264
POINT (1244432.78857892 4851298.90219374),98665,AIMS,93097,198,King Street,"198 King Street, Windsor, Invercargill",Invercargill City,,,,,,198,,,,King,Street,,,,Windsor,Invercargill,Thoroughfare,Current,168.3744876,-46.39824333,King,,,Windsor,Invercargill,King Street,"198 King Street, Windsor, Invercargill",1244432.789,4851298.902
POINT (1244499.9744856 4850389.43175109),99513,AIMS,93896,379,Yarrow Street,"379 Yarrow Street, Glengarry, Invercargill",Invercargill City,,,,,,379,,,,Yarrow,Street,,,,Glengarry,Invercargill,Thoroughfare,Current,168.3746679,-46.40643692,Yarrow,,,Glengarry,Invercargill,Yarrow Street,"379 Yarrow Street, Glengarry, Invercargill",1244499.974,4850389.432
POINT (1244303.1073932 4848963.84887594),100137,AIMS,94500,25,Venus Street,"25 Venus Street, Georgetown, Invercargill",Invercargill City,,,,,,25,,,,Venus,Street,,,,Georgetown,Invercargill,Thoroughfare,Current,168.3710308,-46.41912132,Venus,,,Georgetown,Invercargill,Venus Street,"25 Venus Street, Georgetown, Invercargill",1244303.107,4848963.849
POINT (1244638.51868231 4846139.45046446),101328,AIMS,95641,111,Bain Street,"111 Bain Street, Kingswell, Invercargill",Invercargill City,,,,,,111,,,,Bain,Street,,,,Kingswell,Invercargill,Thoroughfare,Current,168.3732331,-46.44463342,Bain,,,Kingswell,Invercargill,Bain Street,"111 Bain Street, Kingswell, Invercargill",1244638.519,4846139.45
POINT (1245238.25340582 4849987.50905135),104040,AIMS,98278,72,Dart Street,"72 Dart Street, Hawthorndale, Invercargill",Invercargill City,,,,,,72,,,,Dart,Street,,,,Hawthorndale,Invercargill,Thoroughfare,Current,168.3839369,-46.41043,Dart,,,Hawthorndale,Invercargill,Dart Street,"72 Dart Street, Hawthorndale, Invercargill",1245238.253,4849987.509
POINT (1245211.85443481 4849083.58324339),104135,AIMS,98367,11,Lime Street,"11 Lime Street, Newfield, Invercargill",Invercargill City,,,,,,11,,,,Lime,Street,,,,Newfield,Invercargill,Thoroughfare,Current,168.3829088,-46.41852477,Lime,,,Newfield,Invercargill,Lime Street,"11 Lime Street, Newfield, Invercargill",1245211.854,4849083.583
POINT (1245195.0885005 4848864.90374914),104510,AIMS,98733,54,Lime Street,"54 Lime Street, Newfield, Invercargill",Invercargill City,,,,,,54,,,,Lime,Street,,,,Newfield,Invercargill,Thoroughfare,Current,168.3825254,-46.42047762,Lime,,,Newfield,Invercargill,Lime Street,"54 Lime Street, Newfield, Invercargill",1245195.089,4848864.904
POINT (1244882.55022213 4849029.06756357),104534,AIMS,98757,56,Dome Street,"56 Dome Street, Newfield, Invercargill",Invercargill City,,,,,,56,,,,Dome,Street,,,,Newfield,Invercargill,Thoroughfare,Current,168.3785961,-46.4188409,Dome,,,Newfield,Invercargill,Dome Street,"56 Dome Street, Newfield, Invercargill",1244882.55,4849029.068
POINT (1245957.27201604 4851907.87865324),105642,AIMS,99851,46,Tuai Street,"46 Tuai Street, Ascot, Invercargill",Invercargill City,,,,,,46,,,,Tuai,Street,,,,Ascot,Invercargill,Thoroughfare,Current,168.3947147,-46.39357995,Tuai,,,Ascot,Invercargill,Tuai Street,"46 Tuai Street, Ascot, Invercargill",1245957.272,4851907.879
POINT (1245301.12626735 4851656.49047892),105868,AIMS,100072,35,Carron Street,"35 Carron Street, Waverley, Invercargill",Invercargill City,,,,,,35,,,,Carron,Street,,,,Waverley,Invercargill,Thoroughfare,Current,168.3860174,-46.3954914,Carron,,,Waverley,Invercargill,Carron Street,"35 Carron Street, Waverley, Invercargill",1245301.126,4851656.49
POINT (1245399.30355813 4850681.40070551),106073,AIMS,100271,78,Lithgow Street,"78 Lithgow Street, Glengarry, Invercargill",Invercargill City,,,,,,78,,,,Lithgow,Street,,,,Glengarry,Invercargill,Thoroughfare,Current,168.3865515,-46.40428992,Lithgow,,,Glengarry,Invercargill,Lithgow Street,"78 Lithgow Street, Glengarry, Invercargill",1245399.304,4850681.401
POINT (1245909.08383715 4850293.67710175),106341,AIMS,100524,37,Duncan Street,"37 Duncan Street, Hawthorndale, Invercargill",Invercargill City,,,,,,37,,,,Duncan,Street,,,,Hawthorndale,Invercargill,Thoroughfare,Current,168.3928686,-46.40803508,Duncan,,,Hawthorndale,Invercargill,Duncan Street,"37 Duncan Street, Hawthorndale, Invercargill",1245909.084,4850293.677
POINT (1245393.03127304 4849804.77771763),106411,AIMS,100588,49,West Street,"49 West Street, Hawthorndale, Invercargill",Invercargill City,,,,,,49,,,,West,Street,,,,Hawthorndale,Invercargill,Thoroughfare,Current,168.3858057,-46.41215037,West,,,Hawthorndale,Invercargill,West Street,"49 West Street, Hawthorndale, Invercargill",1245393.031,4849804.778
POINT (1245766.28007264 4849023.70879355),107062,AIMS,101221,6,Wye Street,"6 Wye Street, Newfield, Invercargill",Invercargill City,,,,,,6,,,,Wye,Street,,,,Newfield,Invercargill,Thoroughfare,Current,168.3900548,-46.4193526,Wye,,,Newfield,Invercargill,Wye Street,"6 Wye Street, Newfield, Invercargill",1245766.28,4849023.709
POINT (1246322.47736814 4845543.71630105),107464,AIMS,101616,473,Avon Road,"473 Avon Road, Tisbury, Invercargill",Invercargill City,,,,,,473,,,,Avon,Road,,,,Tisbury,Invercargill,Thoroughfare,Current,168.3946345,-46.45086133,Avon,,,Tisbury,Invercargill,Avon Road,"473 Avon Road, Tisbury, Invercargill",1246322.477,4845543.716
POINT (1246265.27025878 4849053.97934921),107860,AIMS,102011,6,Oban Place,"6 Oban Place, Rockdale, Invercargill",Invercargill City,,,,,,6,,,,Oban,Place,,,,Rockdale,Invercargill,Thoroughfare,Current,168.3965501,-46.41934233,Oban,,,Rockdale,Invercargill,Oban Place,"6 Oban Place, Rockdale, Invercargill",1246265.27,4849053.979
POINT (1245517.30766606 4846384.95968425),1367149,AIMS,1199591,42,Maher Street,"42 Maher Street, Tisbury, Invercargill",Invercargill City,,,,,,42,,,,Maher,Street,,,,Tisbury,Invercargill,Thoroughfare,Current,168.3848234,-46.44289287,Maher,,,Tisbury,Invercargill,Maher Street,"42 Maher Street, Tisbury, Invercargill",1245517.308,4846384.96
POINT (1244290.26382072 4852600.81849215),1666042,AIMS,1421160,10,Somerset Lane,"10 Somerset Lane, Rosedale, Invercargill",Invercargill City,,,,,,10,,,,Somerset,Lane,,,,Rosedale,Invercargill,Thoroughfare,Current,168.3736288,-46.38648977,Somerset,,,Rosedale,Invercargill,Somerset Lane,"10 Somerset Lane, Rosedale, Invercargill",1244290.264,4852600.818
POINT (1244942.0287 4855363.3092),3022903,CADS,22903,283E,McIvor Road,"283E McIvor Road, Waihopai, Invercargill",Invercargill City,,,,,,283,E,,,McIvor,Road,,,,Waihopai,Invercargill,Thoroughfare,Current,168.3841705,-46.36205106,McIvor,,,Waihopai,Invercargill,McIvor Road,"283E McIvor Road, Waihopai, Invercargill",1244942.029,4855363.309
POINT (1395936.08825344 4910474.06949991),1296990,AIMS,3363706,95,Rockview Road,"95 Rockview Road, Ocean View, Dunedin",Dunedin City,,,,,,95,,,,Rockview,Road,,,,Ocean View,Dunedin,Thoroughfare,Current,170.367952,-45.9289838,Rockview,,,Ocean View,Dunedin,Rockview Road,"95 Rockview Road, Ocean View, Dunedin",1395936.088,4910474.069
POINT (1404804.25258582 4917499.69964064),25433,AIMS,24332,68,Ann Street,"68 Ann Street, Kaikorai, Dunedin",Dunedin City,,,,,,68,,,,Ann,Street,,,,Kaikorai,Dunedin,Thoroughfare,Current,170.4850762,-45.86838708,Ann,,,Kaikorai,Dunedin,Ann Street,"68 Ann Street, Kaikorai, Dunedin",1404804.253,4917499.7
POINT (1403471.8026331 4912608.19696209),1569946,AIMS,3148251,30,Westgate,"30 Westgate, Corstorphine, Dunedin",Dunedin City,,,,,,30,,,,Westgate,,,,,Corstorphine,Dunedin,Thoroughfare,Current,170.465925,-45.91199107,Westgate,,,Corstorphine,Dunedin,Westgate,"30 Westgate, Corstorphine, Dunedin",1403471.803,4912608.197
POINT (1403473.18043694 4912476.90064743),1613084,AIMS,3148247,264D,Hillhead Road,"264D Hillhead Road, Corstorphine, Dunedin",Dunedin City,,,,,,264,D,,,Hillhead,Road,,,,Corstorphine,Dunedin,Thoroughfare,Current,170.465889,-45.91317203,Hillhead,,,Corstorphine,Dunedin,Hillhead Road,"264D Hillhead Road, Corstorphine, Dunedin",1403473.18,4912476.901
POINT (1404612.50464465 4912374.23724604),43531,AIMS,2750395,14,Clayton Street,"14 Clayton Street, Saint Clair, Dunedin",Dunedin City,,,,,,14,,,,Clayton,Street,,,,Saint Clair,Dunedin,Thoroughfare,Current,170.4805238,-45.91441988,Clayton,,,Saint Clair,Dunedin,Clayton Street,"14 Clayton Street, Saint Clair, Dunedin",1404612.505,4912374.237
POINT (1404673.11365827 4912350.05834752),43645,AIMS,2750404,22,Clayton Street,"22 Clayton Street, Saint Clair, Dunedin",Dunedin City,,,,,,22,,,,Clayton,Street,,,,Saint Clair,Dunedin,Thoroughfare,Current,170.4812947,-45.91465452,Clayton,,,Saint Clair,Dunedin,Clayton Street,"22 Clayton Street, Saint Clair, Dunedin",1404673.114,4912350.058
POINT (1404717.45788919 4912748.09575419),43972,AIMS,2750325,9,Aberdeen Road,"9 Aberdeen Road, Saint Clair, Dunedin",Dunedin City,,,,,,9,,,,Aberdeen,Road,,,,Saint Clair,Dunedin,Thoroughfare,Current,170.4820279,-45.91108805,Aberdeen,,,Saint Clair,Dunedin,Aberdeen Road,"9 Aberdeen Road, Saint Clair, Dunedin",1404717.458,4912748.096
POINT (1393410.39119312 4916228.6776517),27927,AIMS,26527,78,Bush Road,"78 Bush Road, Mosgiel",Dunedin City,,,,,,78,,,,Bush,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3378863,-45.87649083,Bush,,,Mosgiel,Mosgiel,Bush Road,"78 Bush Road, Mosgiel",1393410.391,4916228.678
POINT (1404171.94520296 4915007.84830516),26116,AIMS,24951,36,Bridger Street,"36 Bridger Street, Maryhill, Dunedin",Dunedin City,,,,,,36,,,,Bridger,Street,,,,Maryhill,Dunedin,Thoroughfare,Current,170.4759225,-45.89061377,Bridger,,,Maryhill,Dunedin,Bridger Street,"36 Bridger Street, Maryhill, Dunedin",1404171.945,4915007.848
POINT (1393771.61540339 4916748.27301099),27674,AIMS,26295,7,Tyne Street,"7 Tyne Street, Mosgiel",Dunedin City,,,,,,7,,,,Tyne,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3427588,-45.87192753,Tyne,,,Mosgiel,Mosgiel,Tyne Street,"7 Tyne Street, Mosgiel",1393771.615,4916748.273
POINT (1393339.65999536 4916159.60384753),27940,AIMS,26537,83,Bush Road,"83 Bush Road, Mosgiel",Dunedin City,,,,,,83,,,,Bush,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3369461,-45.87709063,Bush,,,Mosgiel,Mosgiel,Bush Road,"83 Bush Road, Mosgiel",1393339.66,4916159.604
POINT (1394028.87811789 4916473.28560199),28285,AIMS,26845,11,Bush Road,"11 Bush Road, Mosgiel",Dunedin City,,,,,,11,,,,Bush,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3459522,-45.87447692,Bush,,,Mosgiel,Mosgiel,Bush Road,"11 Bush Road, Mosgiel",1394028.878,4916473.286
POINT (1393994.24988806 4916458.11720453),28323,AIMS,26879,15,Bush Road,"15 Bush Road, Mosgiel",Dunedin City,,,,,,15,,,,Bush,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3455,-45.87460293,Bush,,,Mosgiel,Mosgiel,Bush Road,"15 Bush Road, Mosgiel",1393994.25,4916458.117
POINT (1394564.37891843 4915263.17446371),29262,AIMS,27730,10,Burns Street,"10 Burns Street, Mosgiel",Dunedin City,,,,,,10,,,,Burns,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3523279,-45.88551692,Burns,,,Mosgiel,Mosgiel,Burns Street,"10 Burns Street, Mosgiel",1394564.379,4915263.174
POINT (1394428.19636303 4914303.72111783),29323,AIMS,27788,19,Braeside,"19 Braeside, Kinmont Park, Mosgiel",Dunedin City,,,,,,19,,,,Braeside,,,,,Kinmont Park,Mosgiel,Thoroughfare,Current,170.3501642,-45.89410258,Braeside,,,Kinmont Park,Mosgiel,Braeside,"19 Braeside, Kinmont Park, Mosgiel",1394428.196,4914303.721
POINT (1394301.35966844 4914925.24898149),29383,AIMS,27848,27,Gow Street,"27 Gow Street, Mosgiel",Dunedin City,,,,,,27,,,,Gow,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3487971,-45.8884766,Gow,,,Mosgiel,Mosgiel,Gow Street,"27 Gow Street, Mosgiel",1394301.36,4914925.249
POINT (1394919.62160103 4915957.81066803),30293,AIMS,2770697,10,Kent Place,"10 Kent Place, Mosgiel",Dunedin City,,,,,,10,,,,Kent,Place,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3571977,-45.87937743,Kent,,,Mosgiel,Mosgiel,Kent Place,"10 Kent Place, Mosgiel",1394919.622,4915957.811
POINT (1394900.45681697 4916009.82300095),30342,AIMS,2770700,13,Kent Place,"13 Kent Place, Mosgiel",Dunedin City,,,,,,13,,,,Kent,Place,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3569732,-45.87890408,Kent,,,Mosgiel,Mosgiel,Kent Place,"13 Kent Place, Mosgiel",1394900.457,4916009.823
POINT (1960729.99754344 5788227.80549296),1940295,AIMS,6794963,8,William Place,"8 William Place, Ōhope",Whakatane District,,,,,,8,,,,William,Place,,,,Ōhope,Ōhope,Thoroughfare,Current,177.1067985,-37.9819145,William,,,Ohope,Ohope,William Place,"8 William Place, Ohope",1960729.998,5788227.805
POINT (1397019.46236214 4913727.09174886),31394,AIMS,29738,15,Coach Road,"15 Coach Road, Fairfield, Dunedin",Dunedin City,,,,,,15,,,,Coach,Road,,,,Fairfield,Dunedin,Thoroughfare,Current,170.3832867,-45.9000565,Coach,,,Fairfield,Dunedin,Coach Road,"15 Coach Road, Fairfield, Dunedin",1397019.462,4913727.092
POINT (1394015.84808631 4916017.33056603),55637,AIMS,2793483,20,Ayr Street,"20 Ayr Street, Mosgiel",Dunedin City,,,,,,20,,,,Ayr,Street,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3455892,-45.87857245,Ayr,,,Mosgiel,Mosgiel,Ayr Street,"20 Ayr Street, Mosgiel",1394015.848,4916017.331
POINT (1399577.10407074 4914790.58882199),32689,AIMS,2795612,9,Lambert Street,"9 Lambert Street, Abbotsford, Dunedin",Dunedin City,,,,,,9,,,,Lambert,Street,,,,Abbotsford,Dunedin,Thoroughfare,Current,170.416668,-45.89124422,Lambert,,,Abbotsford,Dunedin,Lambert Street,"9 Lambert Street, Abbotsford, Dunedin",1399577.104,4914790.589
POINT (1392281.58532382 4915678.13161532),59087,AIMS,55972,207,Bush Road,"207 Bush Road, Mosgiel",Dunedin City,,,,,,207,,,,Bush,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3231186,-45.88110097,Bush,,,Mosgiel,Mosgiel,Bush Road,"207 Bush Road, Mosgiel",1392281.585,4915678.132
POINT (1392215.6736029 4915707.10119685),59108,AIMS,55991,212,Bush Road,"212 Bush Road, Mosgiel",Dunedin City,,,,,,212,,,,Bush,Road,,,,Mosgiel,Mosgiel,Thoroughfare,Current,170.3222827,-45.88082062,Bush,,,Mosgiel,Mosgiel,Bush Road,"212 Bush Road, Mosgiel",1392215.674,4915707.101
